Sample Name	Date / Time	Analysis(Inj.)	Area	Mean Area	Excluded	Inj. Vol.
11721	8/9/2011 14:12	TN	87.02	86.94	0	50
11721	8/9/2011 14:15	TN	86.03	86.94	0	50
11721	8/9/2011 14:20	TN	87.77	86.94	0	50
11722	8/9/2011 14:27	NPOC	189.1	188.6	0	50
11722	8/9/2011 14:29	NPOC	187.8	188.6	0	50
11722	8/9/2011 14:31	NPOC	189	188.6	0	50
11722	8/9/2011 14:27	TN	9.918	9.475	0	50
11722	8/9/2011 14:29	TN	9.041	9.475	0	50
11722	8/9/2011 14:31	TN	10.55	9.475	1	50
11722	8/9/2011 14:40	TN	9.465	9.475	0	50
11722	8/9/2011 14:42	TN	8.246	9.475	1	50
11723	8/9/2011 14:47	NPOC	54.2	56.53	1	50
11723	8/9/2011 14:50	NPOC	56.31	56.53	0	50
11723	8/9/2011 14:52	NPOC	56.92	56.53	0	50
11723	8/9/2011 14:54	NPOC	56.37	56.53	0	50
11723	8/9/2011 14:47	TN	6.953	7.705	1	50
11723	8/9/2011 14:50	TN	7.664	7.705	0	50
11723	8/9/2011 14:52	TN	7.83	7.705	0	50
11723	8/9/2011 14:54	TN	7.622	7.705	0	50
11724	8/9/2011 14:59	NPOC	127	129.5	0	50
11724	8/9/2011 15:01	NPOC	131.4	129.5	0	50
11724	8/9/2011 15:04	NPOC	130.2	129.5	0	50
11724	8/9/2011 14:59	TN	8.156	8.613	1	50
11724	8/9/2011 15:01	TN	8.543	8.613	0	50
11724	8/9/2011 15:04	TN	8.801	8.613	0	50
11724	8/9/2011 15:12	TN	8.495	8.613	0	50
11725	8/9/2011 15:17	NPOC	109	114.2	1	50
11725	8/9/2011 15:19	NPOC	114.3	114.2	0	50
11725	8/9/2011 15:21	NPOC	114.8	114.2	0	50
11725	8/9/2011 15:23	NPOC	113.4	114.2	0	50
11725	8/9/2011 15:17	TN	6.867	7.488	1	50
11725	8/9/2011 15:19	TN	7.59	7.488	0	50
11725	8/9/2011 15:21	TN	7.499	7.488	0	50
11725	8/9/2011 15:23	TN	7.374	7.488	0	50
11726	8/9/2011 15:30	NPOC	272.8	275.9	0	50
11726	8/9/2011 15:32	NPOC	277.1	275.9	0	50
11726	8/9/2011 15:35	NPOC	277.9	275.9	0	50
11726	8/9/2011 15:30	TN	52.38	52.38	0	50
11726	8/9/2011 15:32	TN	52.31	52.38	0	50
11726	8/9/2011 15:35	TN	52.46	52.38	0	50
11727	8/9/2011 15:40	NPOC	81.4	81.78	0	50
11727	8/9/2011 15:43	NPOC	81.68	81.78	0	50
11727	8/9/2011 15:45	NPOC	82.27	81.78	0	50
11727	8/9/2011 15:40	TN	7.728	7.772	0	50
11727	8/9/2011 15:43	TN	7.595	7.772	0	50
11727	8/9/2011 15:45	TN	7.993	7.772	0	50
11727	8/9/2011 15:53	TN	6.607	7.772	1	50
11727	8/9/2011 15:55	TN	6.732	7.772	1	50
11728	8/9/2011 16:00	NPOC	81.65	84.44	1	50
11728	8/9/2011 16:03	NPOC	84.29	84.44	0	50
11728	8/9/2011 16:06	NPOC	84.87	84.44	0	50
11728	8/9/2011 16:08	NPOC	84.16	84.44	0	50
11728	8/9/2011 16:00	TN	12.07	12.34	0	50
11728	8/9/2011 16:03	TN	12.55	12.34	0	50
11728	8/9/2011 16:06	TN	12.39	12.34	0	50
11729	8/9/2011 16:13	NPOC	100.6	102	0	50
11729	8/9/2011 16:16	NPOC	101.8	102	0	50
11729	8/9/2011 16:19	NPOC	103.7	102	0	50
11729	8/9/2011 16:13	TN	63.04	63.37	0	50
11729	8/9/2011 16:16	TN	63.59	63.37	0	50
11729	8/9/2011 16:19	TN	65.85	63.37	1	50
11729	8/9/2011 16:27	TN	63.49	63.37	0	50
11730	8/9/2011 16:32	NPOC	126.8	129.3	0	50
11730	8/9/2011 16:35	NPOC	130	129.3	0	50
11730	8/9/2011 16:37	NPOC	131.2	129.3	0	50
11730	8/9/2011 16:32	TN	8.571	8.547	0	50
11730	8/9/2011 16:35	TN	8.741	8.547	0	50
11730	8/9/2011 16:37	TN	8.33	8.547	0	50
11730	8/9/2011 16:46	TN	6.804	8.547	1	50
11730	8/9/2011 16:48	TN	7.343	8.547	1	50
MEM2011_001	8/9/2011 16:53	NPOC	34.48	36.32	1	50
MEM2011_001	8/9/2011 16:55	NPOC	36.41	36.32	0	50
MEM2011_001	8/9/2011 16:58	NPOC	36.42	36.32	0	50
MEM2011_001	8/9/2011 17:01	NPOC	36.12	36.32	0	50
MEM2011_001	8/9/2011 16:53	TN	2.961	3.595	1	50
MEM2011_001	8/9/2011 16:55	TN	3.477	3.595	0	50
MEM2011_001	8/9/2011 16:58	TN	3.691	3.595	0	50
MEM2011_001	8/9/2011 17:01	TN	3.618	3.595	0	50
MEM2011_001	8/9/2011 17:10	TN	3.932	3.595	1	50
MEM2011_002	8/9/2011 17:15	NPOC	29.23	29.74	0	50
MEM2011_002	8/9/2011 17:17	NPOC	30.8	29.74	1	50
MEM2011_002	8/9/2011 17:19	NPOC	30.27	29.74	0	50
MEM2011_002	8/9/2011 17:21	NPOC	29.72	29.74	0	50
MEM2011_002	8/9/2011 17:15	TN	5.718	4.335	1	50
MEM2011_002	8/9/2011 17:17	TN	4.736	4.335	1	50
MEM2011_002	8/9/2011 17:19	TN	4.402	4.335	0	50
MEM2011_002	8/9/2011 17:21	TN	4.333	4.335	0	50
MEM2011_002	8/9/2011 17:29	TN	4.269	4.335	0	50
MEM2011_003	8/9/2011 17:35	NPOC	23.08	23.47	0	50
MEM2011_003	8/9/2011 17:38	NPOC	23.44	23.47	0	50
MEM2011_003	8/9/2011 17:40	NPOC	23.89	23.47	0	50
MEM2011_003	8/9/2011 17:35	TN	4.863	5.036	0	50
MEM2011_003	8/9/2011 17:38	TN	4.377	5.036	1	50
MEM2011_003	8/9/2011 17:40	TN	4.299	5.036	1	50
MEM2011_003	8/9/2011 17:48	TN	5.202	5.036	0	50
MEM2011_003	8/9/2011 17:50	TN	5.043	5.036	0	50
MEM2011_004	8/9/2011 17:56	NPOC	22.84	23.92	1	50
MEM2011_004	8/9/2011 17:58	NPOC	23.13	23.92	1	50
MEM2011_004	8/9/2011 18:00	NPOC	23.97	23.92	0	50
MEM2011_004	8/9/2011 18:03	NPOC	23.95	23.92	0	50
MEM2011_004	8/9/2011 18:05	NPOC	23.84	23.92	0	50
MEM2011_004	8/9/2011 17:56	TN	4.156	4.068	0	50
MEM2011_004	8/9/2011 17:58	TN	3.487	4.068	1	50
MEM2011_004	8/9/2011 18:00	TN	3.987	4.068	0	50
MEM2011_004	8/9/2011 18:03	TN	4.062	4.068	0	50
MEM2011_005	8/9/2011 18:10	NPOC	14.99	15.6	1	50
MEM2011_005	8/9/2011 18:12	NPOC	15.57	15.6	0	50
MEM2011_005	8/9/2011 18:15	NPOC	15.72	15.6	0	50
MEM2011_005	8/9/2011 18:17	NPOC	15.5	15.6	0	50
MEM2011_005	8/9/2011 18:10	TN	10.61	10.7	0	50
MEM2011_005	8/9/2011 18:12	TN	10.6	10.7	0	50
MEM2011_005	8/9/2011 18:15	TN	10.9	10.7	0	50
MEM2011_006	8/9/2011 18:22	NPOC	14.5	14.7	0	50
MEM2011_006	8/9/2011 18:24	NPOC	14.87	14.7	0	50
MEM2011_006	8/9/2011 18:26	NPOC	14.74	14.7	0	50
MEM2011_006	8/9/2011 18:22	TN	3.126	3.159	0	50
MEM2011_006	8/9/2011 18:24	TN	3.377	3.159	1	50
MEM2011_006	8/9/2011 18:26	TN	3.714	3.159	1	50
MEM2011_006	8/9/2011 18:34	TN	3.224	3.159	0	50
MEM2011_006	8/9/2011 18:36	TN	3.127	3.159	0	50
MEM2011_007	8/9/2011 18:41	NPOC	97.46	101.5	1	50
MEM2011_007	8/9/2011 18:43	NPOC	100.3	101.5	0	50
MEM2011_007	8/9/2011 18:46	NPOC	102.5	101.5	0	50
MEM2011_007	8/9/2011 18:48	NPOC	101.6	101.5	0	50
MEM2011_007	8/9/2011 18:41	TN	9.983	9.978	0	50
MEM2011_007	8/9/2011 18:43	TN	9.9	9.978	0	50
MEM2011_007	8/9/2011 18:46	TN	10.05	9.978	0	50
10 ppm Check	8/9/2011 18:54	NPOC	34.85	34.53	0	50
10 ppm Check	8/9/2011 18:57	NPOC	34.08	34.53	0	50
10 ppm Check	8/9/2011 19:00	NPOC	34.66	34.53	0	50
10 ppm Check	8/9/2011 18:54	TN	119.1	120.2	0	50
10 ppm Check	8/9/2011 18:57	TN	120.2	120.2	0	50
10 ppm Check	8/9/2011 19:00	TN	121.3	120.2	0	50
MEM2011_008	8/9/2011 19:05	NPOC	102.2	103	0	50
MEM2011_008	8/9/2011 19:07	NPOC	102.8	103	0	50
MEM2011_008	8/9/2011 19:09	NPOC	104	103	0	50
MEM2011_008	8/9/2011 19:05	TN	9.564	9.507	0	50
MEM2011_008	8/9/2011 19:07	TN	9.573	9.507	0	50
MEM2011_008	8/9/2011 19:09	TN	9.383	9.507	0	50
MEM2011_009	8/9/2011 19:14	NPOC	108.1	109.1	0	50
MEM2011_009	8/9/2011 19:17	NPOC	108.9	109.1	0	50
MEM2011_009	8/9/2011 19:19	NPOC	110.2	109.1	0	50
MEM2011_009	8/9/2011 19:14	TN	10.54	10.7	0	50
MEM2011_009	8/9/2011 19:17	TN	10.62	10.7	0	50
MEM2011_009	8/9/2011 19:19	TN	10.94	10.7	0	50
MEM2011_010	8/9/2011 19:24	NPOC	110.2	112	0	50
MEM2011_010	8/9/2011 19:26	NPOC	114	112	0	50
MEM2011_010	8/9/2011 19:29	NPOC	111.9	112	0	50
MEM2011_010	8/9/2011 19:24	TN	10.44	10.65	0	50
MEM2011_010	8/9/2011 19:26	TN	10.81	10.65	0	50
MEM2011_010	8/9/2011 19:29	TN	10.7	10.65	0	50
MEM2011_011	8/9/2011 19:34	NPOC	28.1	27.62	0	50
MEM2011_011	8/9/2011 19:36	NPOC	27.26	27.62	0	50
MEM2011_011	8/9/2011 19:38	NPOC	27.51	27.62	0	50
MEM2011_011	8/9/2011 19:34	TN	3.509	3.485	0	50
MEM2011_011	8/9/2011 19:36	TN	3.484	3.485	0	50
MEM2011_011	8/9/2011 19:38	TN	3.463	3.485	0	50
MEM2011_012	8/9/2011 19:43	NPOC	27.41	27.59	0	50
MEM2011_012	8/9/2011 19:45	NPOC	28.63	27.59	1	50
MEM2011_012	8/9/2011 19:47	NPOC	27.61	27.59	0	50
MEM2011_012	8/9/2011 19:49	NPOC	27.74	27.59	0	50
MEM2011_012	8/9/2011 19:43	TN	3.656	3.718	0	50
MEM2011_012	8/9/2011 19:45	TN	3.689	3.718	0	50
MEM2011_012	8/9/2011 19:47	TN	3.809	3.718	0	50
MEM2011_013	8/9/2011 19:58	NPOC	26.47	26.94	0	50
MEM2011_013	8/9/2011 20:00	NPOC	27.09	26.94	0	50
MEM2011_013	8/9/2011 20:02	NPOC	27.26	26.94	0	50
MEM2011_013	8/9/2011 19:58	TN	3.114	3.271	0	50
MEM2011_013	8/9/2011 20:00	TN	2.921	3.271	1	50
MEM2011_013	8/9/2011 20:02	TN	3.254	3.271	0	50
MEM2011_013	8/9/2011 20:10	TN	3.77	3.271	1	50
MEM2011_013	8/9/2011 20:12	TN	3.446	3.271	0	50
MEM2011_014	8/9/2011 20:17	NPOC	22.36	22.71	0	50
MEM2011_014	8/9/2011 20:20	NPOC	23.51	22.71	1	50
MEM2011_014	8/9/2011 20:22	NPOC	23.18	22.71	0	50
MEM2011_014	8/9/2011 20:24	NPOC	22.58	22.71	0	50
MEM2011_014	8/9/2011 20:17	TN	3.439	3.422	0	50
MEM2011_014	8/9/2011 20:20	TN	3.771	3.422	1	50
MEM2011_014	8/9/2011 20:22	TN	3.321	3.422	0	50
MEM2011_014	8/9/2011 20:24	TN	3.506	3.422	0	50
MEM2011_015	8/9/2011 20:29	NPOC	18.01	18.59	1	50
MEM2011_015	8/9/2011 20:31	NPOC	18.76	18.59	0	50
MEM2011_015	8/9/2011 20:34	NPOC	18.71	18.59	0	50
MEM2011_015	8/9/2011 20:36	NPOC	18.31	18.59	0	50
MEM2011_015	8/9/2011 20:29	TN	2.066	2.21	1	50
MEM2011_015	8/9/2011 20:31	TN	2.245	2.21	0	50
MEM2011_015	8/9/2011 20:34	TN	2.24	2.21	0	50
MEM2011_015	8/9/2011 20:36	TN	2.146	2.21	0	50
MEM2011_016	8/9/2011 20:41	NPOC	18.32	18.54	0	50
MEM2011_016	8/9/2011 20:43	NPOC	19.13	18.54	1	50
MEM2011_016	8/9/2011 20:45	NPOC	18.78	18.54	0	50
MEM2011_016	8/9/2011 20:47	NPOC	18.53	18.54	0	50
MEM2011_016	8/9/2011 20:41	TN	2.752	2.723	0	50
MEM2011_016	8/9/2011 20:43	TN	2.723	2.723	0	50
MEM2011_016	8/9/2011 20:45	TN	2.694	2.723	0	50
MEM2011_017	8/9/2011 20:52	NPOC	44.61	46.35	1	50
MEM2011_017	8/9/2011 20:54	NPOC	46.45	46.35	0	50
MEM2011_017	8/9/2011 20:57	NPOC	46.84	46.35	0	50
MEM2011_017	8/9/2011 20:59	NPOC	45.76	46.35	0	50
MEM2011_017	8/9/2011 20:52	TN	5.442	5.374	0	50
MEM2011_017	8/9/2011 20:54	TN	5.7	5.374	1	50
MEM2011_017	8/9/2011 20:57	TN	5.583	5.374	1	50
MEM2011_017	8/9/2011 20:59	TN	5.341	5.374	0	50
MEM2011_017	8/9/2011 21:07	TN	5.338	5.374	0	50
MEM2011_018	8/9/2011 21:12	NPOC	44.58	46.5	1	50
MEM2011_018	8/9/2011 21:14	NPOC	46.38	46.5	0	50
MEM2011_018	8/9/2011 21:16	NPOC	46.89	46.5	0	50
MEM2011_018	8/9/2011 21:19	NPOC	46.23	46.5	0	50
MEM2011_018	8/9/2011 21:12	TN	8.872	8.989	0	50
MEM2011_018	8/9/2011 21:14	TN	9.498	8.989	1	50
MEM2011_018	8/9/2011 21:16	TN	8.91	8.989	0	50
MEM2011_018	8/9/2011 21:19	TN	9.184	8.989	0	50
MEM2011_019	8/9/2011 21:24	NPOC	21.45	21.46	0	50
MEM2011_019	8/9/2011 21:26	NPOC	21.52	21.46	0	50
MEM2011_019	8/9/2011 21:28	NPOC	21.41	21.46	0	50
MEM2011_019	8/9/2011 21:24	TN	2.641	2.682	0	50
MEM2011_019	8/9/2011 21:26	TN	2.774	2.682	0	50
MEM2011_019	8/9/2011 21:28	TN	2.632	2.682	0	50
MEM2011_020	8/9/2011 21:33	NPOC	20.76	20.84	0	50
MEM2011_020	8/9/2011 21:35	NPOC	21.8	20.84	1	50
MEM2011_020	8/9/2011 21:37	NPOC	21.52	20.84	1	50
MEM2011_020	8/9/2011 21:40	NPOC	20.82	20.84	0	50
MEM2011_020	8/9/2011 21:42	NPOC	20.93	20.84	0	50
MEM2011_020	8/9/2011 21:33	TN	2.855	2.929	0	50
MEM2011_020	8/9/2011 21:35	TN	2.977	2.929	0	50
MEM2011_020	8/9/2011 21:37	TN	3.17	2.929	1	50
MEM2011_020	8/9/2011 21:40	TN	2.955	2.929	0	50
MEM2011_021	8/9/2011 21:46	NPOC	25.09	26.15	1	50
MEM2011_021	8/9/2011 21:49	NPOC	26.21	26.15	0	50
MEM2011_021	8/9/2011 21:51	NPOC	26.17	26.15	0	50
MEM2011_021	8/9/2011 21:53	NPOC	26.07	26.15	0	50
MEM2011_021	8/9/2011 21:46	TN	2.742	2.729	0	50
MEM2011_021	8/9/2011 21:49	TN	2.71	2.729	0	50
MEM2011_021	8/9/2011 21:51	TN	2.735	2.729	0	50
MEM2011_022	8/9/2011 21:58	NPOC	25.98	26.43	0	50
MEM2011_022	8/9/2011 22:01	NPOC	26.59	26.43	0	50
MEM2011_022	8/9/2011 22:03	NPOC	26.72	26.43	0	50
MEM2011_022	8/9/2011 21:58	TN	3.995	3.672	1	50
MEM2011_022	8/9/2011 22:01	TN	3.692	3.672	0	50
MEM2011_022	8/9/2011 22:03	TN	3.52	3.672	1	50
MEM2011_022	8/9/2011 22:11	TN	3.725	3.672	0	50
MEM2011_022	8/9/2011 22:13	TN	3.598	3.672	0	50
Tank_1	8/9/2011 22:18	NPOC	8.238	7.465	1	50
Tank_1	8/9/2011 22:20	NPOC	7.644	7.465	0	50
Tank_1	8/9/2011 22:22	NPOC	7.562	7.465	0	50
Tank_1	8/9/2011 22:24	NPOC	7.19	7.465	0	50
Tank_1	8/9/2011 22:26	NPOC	7.098	7.465	1	50
Tank_1	8/9/2011 22:18	TN	2.756	2.859	0	50
Tank_1	8/9/2011 22:20	TN	2.885	2.859	0	50
Tank_1	8/9/2011 22:22	TN	2.937	2.859	0	50
Tank_2	8/9/2011 22:31	NPOC	6.057	6.086	0	50
Tank_2	8/9/2011 22:33	NPOC	6.472	6.086	1	50
Tank_2	8/9/2011 22:35	NPOC	6.341	6.086	1	50
Tank_2	8/9/2011 22:37	NPOC	6.103	6.086	0	50
Tank_2	8/9/2011 22:40	NPOC	6.097	6.086	0	50
Tank_2	8/9/2011 22:31	TN	1.897	1.969	0	50
Tank_2	8/9/2011 22:33	TN	2.314	1.969	1	50
Tank_2	8/9/2011 22:35	TN	1.999	1.969	0	50
Tank_2	8/9/2011 22:37	TN	1.75	1.969	1	50
Tank_2	8/9/2011 22:40	TN	2.011	1.969	0	50
Tank_3	8/9/2011 22:44	NPOC	3.185	3.633	1	50
Tank_3	8/9/2011 22:47	NPOC	3.611	3.633	0	50
Tank_3	8/9/2011 22:49	NPOC	3.73	3.633	0	50
Tank_3	8/9/2011 22:51	NPOC	3.558	3.633	0	50
Tank_3	8/9/2011 22:44	TN	5.742	5.841	0	50
Tank_3	8/9/2011 22:47	TN	5.939	5.841	0	50
Tank_3	8/9/2011 22:49	TN	5.842	5.841	0	50
Tank_4	8/9/2011 22:56	NPOC	3.955	4.327	1	50
Tank_4	8/9/2011 22:58	NPOC	8.592	4.327	1	50
Tank_4	8/9/2011 23:00	NPOC	4.407	4.327	0	50
Tank_4	8/9/2011 23:02	NPOC	4.312	4.327	0	50
Tank_4	8/9/2011 23:05	NPOC	4.263	4.327	0	50
Tank_4	8/9/2011 22:56	TN	5.404	5.476	0	50
Tank_4	8/9/2011 22:58	TN	6.085	5.476	1	50
Tank_4	8/9/2011 23:00	TN	5.666	5.476	0	50
Tank_4	8/9/2011 23:02	TN	5.792	5.476	1	50
Tank_4	8/9/2011 23:05	TN	5.357	5.476	0	50
Tank_5	8/9/2011 23:10	NPOC	4.974	5.328	1	50
Tank_5	8/9/2011 23:12	NPOC	5.416	5.328	0	50
Tank_5	8/9/2011 23:16	NPOC	5.733	5.328	1	50
Tank_5	8/9/2011 23:18	NPOC	5.27	5.328	0	50
Tank_5	8/9/2011 23:20	NPOC	5.299	5.328	0	50
Tank_5	8/9/2011 23:10	TN	2.726	2.727	0	50
Tank_5	8/9/2011 23:12	TN	2.813	2.727	0	50
Tank_5	8/9/2011 23:16	TN	3.369	2.727	1	50
Tank_5	8/9/2011 23:18	TN	2.516	2.727	1	50
Tank_5	8/9/2011 23:20	TN	2.642	2.727	0	50
Tank_6	8/9/2011 23:25	NPOC	4.62	5.007	1	50
Tank_6	8/9/2011 23:27	NPOC	5.09	5.007	0	50
Tank_6	8/9/2011 23:29	NPOC	4.932	5.007	0	50
Tank_6	8/9/2011 23:32	NPOC	4.999	5.007	0	50
Tank_6	8/9/2011 23:25	TN	2.111	2.225	0	50
Tank_6	8/9/2011 23:27	TN	2.336	2.225	0	50
Tank_6	8/9/2011 23:29	TN	2.228	2.225	0	50
Tank_6	8/9/2011 23:32	TN	2.706	2.225	1	50
Tank_6	8/9/2011 23:39	TN	2.903	2.225	1	50
Tank_7	8/9/2011 23:44	NPOC	3.866	4.391	1	50
Tank_7	8/9/2011 23:47	NPOC	4.451	4.391	0	50
Tank_7	8/9/2011 23:49	NPOC	4.314	4.391	0	50
Tank_7	8/9/2011 23:51	NPOC	4.409	4.391	0	50
Tank_7	8/9/2011 23:44	TN	3.101	3.026	0	50
Tank_7	8/9/2011 23:47	TN	3.447	3.026	1	50
Tank_7	8/9/2011 23:49	TN	2.954	3.026	0	50
Tank_7	8/9/2011 23:51	TN	3.203	3.026	1	50
Tank_7	8/9/2011 23:59	TN	3.024	3.026	0	50
Tank_8	8/10/2011 0:04	NPOC	5.787	5.804	0	50
Tank_8	8/10/2011 0:06	NPOC	5.806	5.804	0	50
Tank_8	8/10/2011 0:08	NPOC	5.82	5.804	0	50
Tank_8	8/10/2011 0:04	TN	1.34	1.378	0	50
Tank_8	8/10/2011 0:06	TN	1.355	1.378	0	50
Tank_8	8/10/2011 0:08	TN	1.44	1.378	0	50
Tank_9	8/10/2011 0:12	NPOC	6.069	6.057	0	50
Tank_9	8/10/2011 0:14	NPOC	6.112	6.057	0	50
Tank_9	8/10/2011 0:16	NPOC	5.991	6.057	0	50
Tank_9	8/10/2011 0:12	TN	2.033	2.028	0	50
Tank_9	8/10/2011 0:14	TN	2.106	2.028	0	50
Tank_9	8/10/2011 0:16	TN	1.944	2.028	0	50
10 ppm Check	8/10/2011 0:22	NPOC	31.5	33.64	1	50
10 ppm Check	8/10/2011 0:25	NPOC	33.42	33.64	0	50
10 ppm Check	8/10/2011 0:28	NPOC	33.83	33.64	0	50
10 ppm Check	8/10/2011 0:30	NPOC	33.68	33.64	0	50
10 ppm Check	8/10/2011 0:22	TN	119.3	121.2	0	50
10 ppm Check	8/10/2011 0:25	TN	122.3	121.2	0	50
10 ppm Check	8/10/2011 0:28	TN	122.1	121.2	0	50
Tank_10	8/10/2011 0:35	NPOC	6.555	6.361	0	50
Tank_10	8/10/2011 0:37	NPOC	6.298	6.361	0	50
Tank_10	8/10/2011 0:39	NPOC	6.231	6.361	0	50
Tank_10	8/10/2011 0:41	NPOC	5.962	6.361	1	50
Tank_10	8/10/2011 0:43	NPOC	5.797	6.361	1	50
Tank_10	8/10/2011 0:35	TN	2.085	2.115	0	50
Tank_10	8/10/2011 0:37	TN	2.181	2.115	0	50
Tank_10	8/10/2011 0:39	TN	2.08	2.115	0	50
Tank_11	8/10/2011 0:48	NPOC	4.902	4.976	0	50
Tank_11	8/10/2011 0:50	NPOC	5.274	4.976	1	50
Tank_11	8/10/2011 0:52	NPOC	5.297	4.976	1	50
Tank_11	8/10/2011 0:54	NPOC	5.029	4.976	0	50
Tank_11	8/10/2011 0:56	NPOC	4.997	4.976	0	50
Tank_11	8/10/2011 0:48	TN	3.331	3.062	1	50
Tank_11	8/10/2011 0:50	TN	3.102	3.062	0	50
Tank_11	8/10/2011 0:52	TN	2.996	3.062	0	50
Tank_11	8/10/2011 0:54	TN	3.087	3.062	0	50
Tank_12	8/10/2011 1:01	NPOC	5.763	5.674	0	50
Tank_12	8/10/2011 1:03	NPOC	5.629	5.674	0	50
Tank_12	8/10/2011 1:05	NPOC	5.63	5.674	0	50
Tank_12	8/10/2011 1:01	TN	2.006	1.953	0	50
Tank_12	8/10/2011 1:03	TN	1.86	1.953	0	50
Tank_12	8/10/2011 1:05	TN	1.993	1.953	0	50
Tank_13	8/10/2011 1:10	NPOC	6.113	6.134	0	50
Tank_13	8/10/2011 1:12	NPOC	6.165	6.134	0	50
Tank_13	8/10/2011 1:14	NPOC	6.125	6.134	0	50
Tank_13	8/10/2011 1:10	TN	1.669	1.738	0	50
Tank_13	8/10/2011 1:12	TN	1.687	1.738	0	50
Tank_13	8/10/2011 1:14	TN	1.857	1.738	0	50
Tank_13	8/10/2011 1:22	TN	1.95	1.738	1	50
Tank_13	8/10/2011 1:24	TN	1.289	1.738	1	50
Tank_14	8/10/2011 1:32	NPOC	12.59	13.14	1	50
Tank_14	8/10/2011 1:34	NPOC	12.95	13.14	0	50
Tank_14	8/10/2011 1:37	NPOC	13.26	13.14	0	50
Tank_14	8/10/2011 1:39	NPOC	13.53	13.14	1	50
Tank_14	8/10/2011 1:41	NPOC	13.2	13.14	0	50
