"Sample"	"Concentration (mg C/L)"	"LCL"	"UCL"	"SE"
"0"	-0.082760370816984	-2.54649080160119	2.38097005996722	0.429568192915701
"5"	4.87994193253413	2.45439922990656	7.3054846351617	0.400384753931532
"10"	9.49393323631809	7.09850705287185	11.8893594197643	0.376129173479314
"25"	25.0239066943551	22.6892880243255	27.3585253643847	0.322740633712046
"50"	51.3169227504019	48.9356918485691	53.6981536522347	0.364248624531524
"100"	99.3680557572077	96.4753057091241	102.260805805291	0.694723089721579
"MEM2012_001"	7.48935510201828	5.08149635956603	9.89721384447053	0.386289950359132
"MEM2012_002"	6.97829781942756	4.5671083580039	9.38948728085122	0.388975730878172
"MEM2012_003"	7.13983891449934	4.7297092974577	9.54996853154097	0.388122721609953
"MEM2012_004"	6.98123493024705	4.57006479665037	9.39240506384372	0.388960188387534
"MEM2012_005"	19.4727672455249	17.12379919388	21.8217352971697	0.335975969353132
"MEM2012_006"	16.741254183402	14.3821734411131	19.100334925691	0.345045167765553
"MEM2012_007"	27.2590480279847	24.9278317041484	29.5902643518209	0.319534299993288
"MEM2012_008"	7.00179470598345	4.59075980712364	9.41282960484326	0.388851425350407
"MEM2012_009"	6.8108825027168	4.39858781178728	9.22317719364633	0.38986367824882
"MEM2012_010"	6.72864339977117	4.31580323996702	9.14148355957532	0.390301316009576
"MEM2012_011"	0.670852334579425	-1.78670253838456	3.12840720754341	0.424954454413476
"MEM2012_012"	6.36737876897428	3.95212258300754	8.78263495494102	0.392235041641181
"MEM2012_013"	6.15590678997122	3.73922135965408	8.57259222028837	0.39337540362505
"MEM2012_014"	7.7536950757721	5.34753355273851	10.1598565988057	0.384915599628763
"MEM2012_015"	7.92698461412183	5.521926229372	10.3320429988717	0.384020200018149
"MEM2012_016"	6.22052322799994	3.80427568362106	8.63677077237881	0.393026304194133
"MEM2012_017"	5.72708861032614	3.3074711145988	8.14670610605347	0.395706642654957
"MEM2012_018"	5.31589309559797	2.89342154125444	7.7383646499415	0.397965435359664
"MEM2012_019"	5.22484266019388	2.80173352545029	7.64795179493746	0.398468649419986
"MEM2012_020"	6.9459896004132	4.53458739136293	9.35739180946347	0.389146779293106
"MEM2012_021"	7.12809047122139	4.71788399351922	9.53829694892356	0.38818463285669
"MEM2012_022"	4.13811165698372	1.70723638826955	6.56898692569789	0.404558335878053
"MEM2012_023"	4.30846408451396	1.87882521700984	6.73810295201808	0.403593684505438
"MEM2012_024"	29.5823026861988	27.2531664475512	31.9114389248464	0.317560433854452
"MEM2012_025"	28.3898356934871	26.0598175401138	30.7198538468605	0.318398592787342
"MEM2012_026"	6.96654937614961	4.55528258197289	9.37781617032633	0.3890379131196
"MEM2012_027"	6.86081338664808	4.4488490541544	9.27277771914176	0.389598435924171
"MEM2012_028"	13.8834453560413	11.5116652741976	16.255225437885	0.356159876677301
"MEM2012_029"	14.8203837074576	12.4530039192754	17.1877634956398	0.352341629317472
"MEM2012_030"	0.657635335891734	-1.80002669924716	3.11529737103063	0.425034842662218
