"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
"C11",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C12",0.00634317651449052,1,4.70769105358484e-20,1.05282169121259e-24,5.8639073545711e-09,0.0043407399313814,0.153224777121823,0.00652206989298102,6.44898756020515e-05,0.503530204892267,0.615496055762195,7.14065710910676e-07,1,0.998173464591132,0.98740833470027,1,0.975768325312887,0.993921184147082,0.970181223991709,1
"C13",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C14",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.923448834359179,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C15",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C16",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.921841510078905,1,0.970181223991709,1
"C17",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C18",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C19",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C20",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C21",0.479043221818412,1,0.926016246986367,0.0140968455255297,0.443019444344077,0.968635472151404,0.95620285663886,0.999214886294894,1,1,0.774179768511249,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C22",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C23",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C24",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C25",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C26",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C27",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C28",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C29",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C30",0.928635224777616,0.0512553060680714,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,0.0166477557860465,1,1,0.984612663084035,0.786704672414346,0.489124732859601,0.549371679742279,0.0299867344952133,0.975768325312887,1,0.970181223991709,1
"C31",8.41529828863826e-08,1,0.926016246986367,1.335500644362e-17,1.50741630162714e-08,0.968635472151404,0.201016195982608,0.570355191613793,1,1,1,5.02083535670778e-11,1,0.388199701300157,0.98740833470027,1,0.811724507636912,1,0.0224249867221949,0.857698937097833
"C32",0.450868700399769,1,0.708422055026099,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,0.426530030835548,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,0.761138579568464
"C33",0.908980593855042,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C34",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C35",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C36",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C37",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C38",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C39",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C40",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,0.802822176973398,0.970181223991709,1
"C41",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C42",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C43",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C44",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C45",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C46",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C47",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C48",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C49",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C50",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C51",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.249797918260938,0.0342255434212798,0.151005563308687,0.139476166440033,0.89557233520137,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.00961721490106883,1,0.970181223991709,1
"C52",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C53",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,0.870418253169473,1,0.984612663084035,1,0.816133682781401,0.98740833470027,1,0.975768325312887,1,0.116420879691488,1
"C54",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C55",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C56",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C57",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C58",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,0.118401080945427,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C59",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.518291794171237,1,0.970181223991709,1
"C60",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C61",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C62",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C63",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C64",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C65",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C66",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C67",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C68",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C69",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C70",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C71",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C72",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C73",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C74",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C75",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C76",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C77",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C78",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C79",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C80",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C81",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C82",0.662657451340135,8.97815250424842e-07,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,0.000167026000768116,1,2.05777451598387e-05,0.984612663084035,6.92523750903339e-06,0.00924494378721447,0.98740833470027,1,0.0455431718341128,1,0.000556171835462418,0.508480155195239
"C83",0.0561093945128406,1,0.926016246986367,0.0113777257115058,0.0552627992135909,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C84",0.818157752578241,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C85",0.745273281843427,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C86",0.928635224777616,0.537844909977549,0.926016246986367,0.0272279191231802,0.530595122731551,0.968635472151404,0.95620285663886,4.33014758310653e-06,1,0.650098508517774,1,0.301977820184933,0.150065548435868,0.998173464591132,0.98740833470027,1,0.975768325312887,0.368471286546405,0.970181223991709,1
"C87",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.284993741953101,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C88",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.84041387480184,1,0.975768325312887,1,0.970181223991709,1
"C89",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C90",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C91",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C92",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C93",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.697652216672709,1,0.998173464591132,0.212512231901892,1,0.975768325312887,1,0.427871928148496,1
"C94",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.823090919202383,1,0.998173464591132,0.664045068059657,1,0.975768325312887,1,0.970181223991709,0.347684330267572
"C95",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C96",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C97",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C98",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C99",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C100",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C101",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,0.982807974002339,0.970181223991709,1
"C102",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C103",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C104",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.128034471731582,1,0.975768325312887,1,0.970181223991709,1
"C105",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C106",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,0.601727430514505,0.0977007121063551,0.982807974002339,0.86669093981775,1
"C107",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C108",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C109",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C110",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C111",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C112",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,0.187576292216433,0.970181223991709,1
"C113",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C114",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C115",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
"C116",0.928635224777616,1,0.926016246986367,0.882018712151034,0.961425908106363,0.968635472151404,0.95620285663886,0.999214886294894,1,1,1,0.984612663084035,1,0.998173464591132,0.98740833470027,1,0.975768325312887,1,0.970181223991709,1
