"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
"C24",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C25",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C26",0.97060866874158,0.0915938163944524,0.949260951077764,0.965542360557289,0.782702365063176,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C27",0.97060866874158,0.00158734965179109,0.949260951077764,0.965542360557289,0.841104689597597,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C28",0.635671951085177,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C29",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C30",0.97060866874158,0.452573754811968,0.949260951077764,0.421689164915319,0.00916059111866332,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C31",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,0.648448535676958,1,0.983286811630591,1,1,0.88035481309548,1,1,1,0.994503603048926
"C32",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C33",0.319822563744056,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C34",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C35",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C36",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C37",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C38",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C39",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C40",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C41",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C42",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.937125880759413,0.980190535908367,1,1,0.983286811630591,0.0812270087456499,1,1,1,1,1,0.994503603048926
"C43",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C44",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C45",0.97060866874158,0.162904116558702,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C46",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,0.677741357629012,1.24558085401231e-32,1,0.0217653862116717,1,1,0.994503603048926
"C47",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C48",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C49",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C50",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C51",8.41506518815383e-40,0.00231158533180753,3.28079347661807e-30,1.7035731422108e-18,1.18879376590522e-26,1.31510463845213e-43,2.41201505711306e-09,0.219187093407007,0.965657811918261,0.980190535908367,1,1,2.88880419324635e-15,0.00840321033630901,4.26144087646394e-06,1,0.24781632175844,1,1,0.130472698832508
"C52",3.98331834851473e-08,0.902450818363574,0.94399920368366,0.0161298153438124,0.502182224529068,0.00263219370458737,0.00080208689979364,0.618833650321,0.87256579410529,0.980190535908367,1,1,0.983286811630591,0.0520554241319753,0.0591044668539787,1,0.0670644766552165,1,1,0.994503603048926
"C53",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.804689370505308,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,0.634030408100098,1,1,1,1,1,0.994503603048926
"C54",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C55",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C56",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C57",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C58",0.97060866874158,0.902450818363574,0.440854441240131,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,0.176997832976982,1,0.983286811630591,1,1,1,0.887606223671765,1,1,0.994503603048926
"C59",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C60",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,0.165032410675626,0.0967808072270576,0.980190535908367,0.245341266764302,0.154336244874314,0.00364927853579068,0.754417035718319,0.000217281127304048,3.67499547328304e-05,1,0.366129680284207,1,0.994503603048926
"C61",0.836781631528698,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C62",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C63",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C64",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.967802630238522
"C65",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C66",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C67",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C68",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C69",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C70",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C71",0.97060866874158,2.72820666072449e-13,2.34954241024821e-09,0.000444382530598617,2.80345254639776e-21,5.59391462142744e-39,2.79866048118646e-18,0.000777663920369222,5.04397371738224e-12,3.99503085002711e-17,1.53022130904872e-08,0.828968364738358,0.983286811630591,3.04165376279855e-05,0.332346505613152,9.77704241063633e-23,0.000107867176301504,1,1,0.994503603048926
"C72",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C73",0.97060866874158,0.902450818363574,0.269205964170996,0.965542360557289,0.127868216643419,0.373452015590115,0.0128773619524465,1,0.965657811918261,0.980190535908367,0.505626369520531,8.72769513532042e-12,0.983286811630591,1,0.184531111606582,0.737162381262916,1,1,1,0.197537334413789
"C74",0.97060866874158,0.902450818363574,0.949260951077764,0.518468233059556,0.184421235906711,0.94843329898933,0.938419396477402,1.44767594050434e-11,3.3887595128414e-07,0.066238385935868,2.4315807363763e-05,0.00522538434805336,0.983286811630591,2.25617620297186e-06,0.183813702663738,1,0.167841145693975,0.474308624839721,0.000110036070102749,0.994503603048926
"C75",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C76",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C77",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C78",0.97060866874158,0.902450818363574,0.716154208001503,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C79",0.320081143055575,0.902450818363574,3.1536413817162e-06,3.03858536216919e-07,1.42494568845232e-06,0.272239062758199,0.938419396477402,1,0.965657811918261,0.0756005790316321,1,1.98359962108586e-08,0.983286811630591,0.931760221114369,0.0323743041693082,0.888960760470631,1,1,0.299480599008558,0.253316265823584
"C80",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C81",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C82",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C83",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C84",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,0.659390625038317,1,0.994503603048926
"C85",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C86",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C87",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C88",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C89",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C90",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C91",0.97060866874158,0.452573754811968,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C92",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C93",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C94",0.97060866874158,0.0404414520439817,0.949260951077764,0.965542360557289,0.858231078713081,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C95",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C96",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C97",0.97060866874158,0.89700724099939,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C98",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C99",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C100",0.00314758527616921,0.902450818363574,0.949260951077764,0.965542360557289,0.814601559184971,0.94843329898933,0.938419396477402,8.42765156243963e-16,0.000922819525595799,0.00013841649553738,1,2.0276473869062e-13,0.00521780775475048,0.725329419058954,0.184531111606582,3.36066883136126e-05,0.00094290967121448,1,1,0.994503603048926
"C101",3.98331834851473e-08,0.0246319531612139,0.109916943952733,0.965542360557289,0.271037794211342,8.16763107463696e-07,0.621106427409544,3.80057736378834e-75,2.42569343450712e-17,0.980190535908367,1,0.0144164011089176,0.983286811630591,1.93410300649361e-16,0.0159205216775492,0.646998997595358,1.63642729569198e-06,0.327021564982354,1,0.177364687348898
"C102",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C103",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C104",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C105",0.97060866874158,0.24211236091277,0.949260951077764,0.965542360557289,0.444132667279273,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C106",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C107",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.718439808057353,0.938419396477402,0.483989977499617,2.23317688915483e-11,0.478195686883784,0.636274666187405,1,0.983286811630591,0.712582956370422,1,0.0370581083564247,1,0.628063456228854,1,0.994503603048926
"C108",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C109",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.792030605218755,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C110",0.832943875473456,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,0.0838698159489603,0.0941319350878135,0.772178077124205,0.0876390174614738,0.147751885817139,0.00267211444381562,0.626377002512264,0.00015972309671922,1.90497644640904e-06,1,0.159037351732058,1,0.994503603048926
"C111",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.540377169171002,1,0.287022798991547,0.248665138824021,1,1,1,0.994503603048926
"C112",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C113",0.720258665241017,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C114",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C115",0.97060866874158,0.882389007251259,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C116",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C117",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
"C118",0.97060866874158,0.902450818363574,0.949260951077764,0.965542360557289,0.98653685058871,0.94843329898933,0.938419396477402,1,0.965657811918261,0.980190535908367,1,1,0.983286811630591,1,1,1,1,1,1,0.994503603048926
