Date	Time	Temp	ODO Conc	ODO%	pH	Salinity
7/19/2011	18:50:31	27.18	8.49	106.9	8.37	0.03
7/19/2011	19:00:31	27.22	8.48	106.9	8.36	0.03
7/19/2011	19:10:31	27.02	8.46	106.2	8.34	0.03
7/19/2011	19:20:31	26.99	8.49	106.6	8.37	0.03
7/19/2011	19:30:31	27.1	8.48	106.6	8.37	0.03
7/19/2011	19:40:31	27.11	8.48	106.7	8.36	0.03
7/19/2011	19:50:31	26.86	8.48	106.2	8.36	0.03
7/19/2011	20:00:31	27.03	8.5	106.7	8.33	0.03
7/19/2011	20:10:31	26.46	8.59	106.7	8.35	0.03
7/19/2011	20:20:31	26.67	8.55	106.7	8.34	0.03
7/19/2011	20:30:31	26.09	8.57	105.8	8.32	0.03
7/19/2011	20:40:31	26.23	8.56	106	8.36	0.03
7/19/2011	20:50:31	26.26	8.61	106.6	8.33	0.03
7/19/2011	21:00:31	26.79	8.49	106.1	8.39	0.03
7/19/2011	21:10:31	25.98	8.59	105.9	8.37	0.03
7/19/2011	21:20:31	25.86	8.66	106.5	8.36	0.03
7/19/2011	21:30:31	26.85	8.49	106.3	8.4	0.03
7/19/2011	21:40:31	26.89	8.46	106	8.37	0.03
7/19/2011	21:50:31	26.8	8.49	106.2	8.37	0.03
7/19/2011	22:00:31	26.97	8.45	105.9	8.36	0.03
7/19/2011	22:10:31	27.05	8.43	105.9	8.37	0.03
7/19/2011	22:20:31	27.05	8.43	105.9	8.36	0.03
7/19/2011	22:30:31	27.01	8.43	105.8	8.35	0.03
7/19/2011	22:40:31	26.95	8.45	105.9	8.34	0.03
7/19/2011	22:50:31	26.92	8.45	105.9	8.34	0.03
7/19/2011	23:00:31	26.89	8.45	105.9	8.33	0.03
7/19/2011	23:10:31	26.85	8.45	105.8	8.33	0.03
7/19/2011	23:20:31	26.83	8.46	105.9	8.32	0.03
7/19/2011	23:30:31	26.79	8.45	105.7	8.33	0.03
7/19/2011	23:40:31	26.77	8.45	105.7	8.34	0.03
7/19/2011	23:50:31	26.76	8.45	105.5	8.33	0.03
7/20/2011	0:00:31	26.72	8.44	105.4	8.33	0.03
7/20/2011	0:10:31	26.69	8.43	105.3	8.33	0.03
7/20/2011	0:20:31	26.67	8.43	105.2	8.33	0.03
7/20/2011	0:30:31	26.66	8.43	105.1	8.31	0.03
7/20/2011	0:40:31	26.66	8.42	105	8.32	0.03
7/20/2011	0:50:31	26.64	8.42	105	8.31	0.03
7/20/2011	1:00:31	26.63	8.41	104.9	8.31	0.03
7/20/2011	1:10:31	26.6	8.41	104.8	8.31	0.03
7/20/2011	1:20:31	26.58	8.42	104.8	8.32	0.03
7/20/2011	1:30:31	26.58	8.41	104.7	8.33	0.03
7/20/2011	1:40:31	26.57	8.4	104.6	8.32	0.03
7/20/2011	1:50:31	26.56	8.41	104.7	8.32	0.03
7/20/2011	2:00:31	26.54	8.4	104.5	8.31	0.03
7/20/2011	2:10:31	26.54	8.4	104.5	8.32	0.03
7/20/2011	2:20:31	26.54	8.4	104.5	8.31	0.03
7/20/2011	2:30:31	26.52	8.41	104.6	8.3	0.03
7/20/2011	2:40:31	26.52	8.4	104.5	8.31	0.03
7/20/2011	2:50:31	26.49	8.39	104.4	8.31	0.03
7/20/2011	3:00:31	26.48	8.38	104.2	8.31	0.03
7/20/2011	3:10:31	26.47	8.39	104.2	8.31	0.03
7/20/2011	3:20:31	26.47	8.39	104.3	8.32	0.03
7/20/2011	3:30:31	26.46	8.38	104.2	8.31	0.03
7/20/2011	3:40:31	26.45	8.38	104.1	8.31	0.03
7/20/2011	3:50:31	26.44	8.38	104.1	8.31	0.03
7/20/2011	4:00:31	26.43	8.37	104	8.3	0.03
7/20/2011	4:10:31	26.41	8.36	103.8	8.31	0.03
7/20/2011	4:20:31	26.38	8.38	103.9	8.28	0.03
7/20/2011	4:30:31	26.39	8.37	103.9	8.31	0.03
7/20/2011	4:40:31	26.39	8.38	104	8.31	0.03
7/20/2011	4:50:31	26.38	8.37	103.9	8.3	0.03
7/20/2011	5:00:31	26.37	8.37	103.9	8.3	0.03
7/20/2011	5:10:31	26.36	8.35	103.5	8.31	0.03
7/20/2011	5:20:31	26.37	8.36	103.7	8.3	0.03
7/20/2011	5:30:31	26.36	8.36	103.7	8.3	0.03
7/20/2011	5:40:31	26.34	8.36	103.7	8.31	0.03
7/20/2011	5:50:31	26.33	8.35	103.6	8.31	0.03
7/20/2011	6:00:31	26.34	8.35	103.5	8.31	0.03
7/20/2011	6:10:31	26.32	8.33	103.3	8.3	0.03
7/20/2011	6:20:31	26.34	8.35	103.6	8.29	0.03
7/20/2011	6:30:31	26.33	8.34	103.4	8.29	0.03
7/20/2011	6:40:31	26.32	8.32	103.2	8.28	0.03
7/20/2011	6:50:31	26.32	8.33	103.2	8.29	0.03
7/20/2011	7:00:31	26.3	8.34	103.3	8.29	0.03
7/20/2011	7:10:31	26.3	8.33	103.3	8.28	0.03
7/20/2011	7:20:31	26.28	8.35	103.5	8.28	0.03
7/20/2011	7:30:31	26.28	8.35	103.5	8.28	0.03
7/20/2011	7:40:31	26.26	8.36	103.5	8.28	0.03
7/20/2011	7:50:31	26.22	8.33	103.1	8.25	0.03
7/20/2011	8:00:31	26.22	8.34	103.2	8.28	0.03
7/20/2011	8:10:31	26.21	8.34	103.2	8.28	0.03
7/20/2011	8:20:31	26.18	8.34	103.2	8.28	0.03
7/20/2011	8:30:31	26.1	8.35	103.2	8.26	0.03
7/20/2011	8:40:31	26.06	8.37	103.3	8.27	0.03
7/20/2011	8:50:31	26.06	8.35	103	8.29	0.03
7/20/2011	9:00:31	26.07	8.34	102.9	8.28	0.03
7/20/2011	9:10:31	26.04	8.33	102.8	8.29	0.03
7/20/2011	9:20:31	26.03	8.33	102.7	8.29	0.03
7/20/2011	9:30:31	26.03	8.35	103	8.28	0.03
7/20/2011	9:40:31	26.04	8.35	103	8.26	0.03
7/20/2011	9:50:31	26.01	8.34	102.8	8.27	0.03
7/20/2011	10:00:31	25.99	8.34	102.8	8.25	0.03
7/20/2011	10:10:31	25.98	8.33	102.6	8.27	0.03
7/20/2011	10:20:31	25.97	8.35	102.9	8.25	0.03
7/20/2011	10:30:31	25.95	8.34	102.7	8.25	0.03
7/20/2011	10:40:31	25.95	8.34	102.7	8.26	0.03
7/20/2011	10:50:31	25.96	8.34	102.7	8.27	0.03
7/20/2011	11:00:31	25.97	8.35	102.8	8.26	0.03
7/20/2011	11:10:31	26	8.36	103	8.27	0.03
7/20/2011	11:20:31	26.03	8.37	103.2	8.27	0.03
7/20/2011	11:30:31	26.02	8.36	103.1	8.27	0.03
7/20/2011	11:40:31	26.02	8.36	103	8.27	0.03
7/20/2011	11:50:31	26.03	8.38	103.4	8.24	0.03
7/20/2011	12:00:31	26.04	8.37	103.2	8.24	0.03
7/20/2011	12:10:31	26.05	8.38	103.3	8.25	0.03
7/20/2011	12:20:31	26.05	8.37	103.3	8.26	0.03
7/20/2011	12:30:31	26.13	8.39	103.7	8.28	0.03
7/20/2011	12:40:31	26.11	8.38	103.5	8.27	0.03
7/20/2011	12:50:31	26.1	8.38	103.5	8.27	0.03
7/20/2011	13:00:31	26.07	8.38	103.4	8.25	0.03
7/20/2011	13:10:31	25.99	8.38	103.3	8.25	0.03
7/20/2011	13:20:31	26.18	8.37	103.5	8.29	0.03
7/20/2011	13:30:31	26.14	8.42	104.1	8.28	0.03
7/20/2011	13:40:31	25.93	8.48	104.4	8.31	0.03
7/20/2011	13:50:31	26.41	8.38	104.1	8.29	0.03
7/20/2011	14:00:31	26.42	8.39	104.2	8.29	0.03
7/20/2011	14:10:31	26.17	8.4	103.9	8.27	0.03
7/20/2011	14:20:31	26.04	8.26	101.9	8.26	0.03
7/20/2011	14:30:31	26.2	8.39	103.7	8.29	0.03
7/20/2011	14:40:31	26.3	8.35	103.5	8.28	0.03
7/20/2011	14:50:31	26.51	8.37	104.1	8.3	0.03
7/20/2011	15:00:31	26.63	8.4	104.7	8.3	0.03
7/20/2011	15:10:31	26.7	8.39	104.7	9.09	0.03
7/20/2011	15:20:31	26.71	8.41	105	9.02	0.03
7/20/2011	15:30:31	27.07	8.34	104.8	8.94	0.03
7/20/2011	15:40:31	26.71	8.38	104.7	8.74	0.03
7/20/2011	15:50:31	26.96	8.36	104.8	8.69	0.03
7/20/2011	16:00:31	27.19	8.36	105.3	8.62	0.03
7/20/2011	16:10:31	27.28	8.34	105.2	8.66	0.03
7/20/2011	16:20:31	27.3	8.35	105.4	8.64	0.03
7/20/2011	16:30:31	27.2	8.33	104.9	8.65	0.03
7/20/2011	16:40:31	26.45	8.34	103.6	8.65	0.03
7/20/2011	16:50:31	26.03	8.53	105.2	8.67	0.03
7/20/2011	17:00:31	27.03	8.39	105.4	8.7	0.03
7/20/2011	17:10:31	26.65	8.33	103.9	8.7	0.03
7/20/2011	17:20:31	26.92	8.34	104.5	8.7	0.03
7/20/2011	17:30:31	26.95	8.41	105.4	8.67	0.03
7/20/2011	17:40:31	26.14	8.54	105.5	8.65	0.03
7/20/2011	17:50:31	26.79	8.47	105.9	8.68	0.03
7/20/2011	18:00:31	27.21	8.38	105.6	8.67	0.03
7/20/2011	18:10:31	27.29	8.35	105.4	8.65	0.03
7/20/2011	18:20:31	27.32	8.35	105.4	8.64	0.03
7/20/2011	18:30:31	27.36	8.33	105.2	8.64	0.03
7/20/2011	18:40:31	27.21	8.38	105.5	8.61	0.03
7/20/2011	18:50:31	26.99	8.35	104.8	8.59	0.03
7/20/2011	19:00:31	27.32	8.39	105.9	8.63	0.03
7/20/2011	19:10:31	27.3	8.37	105.7	8.59	0.03
7/20/2011	19:20:31	27.26	8.4	105.9	8.58	0.03
7/20/2011	19:30:31	27.34	8.39	105.9	8.6	0.03
7/20/2011	19:40:31	27.46	8.36	105.8	8.62	0.03
7/20/2011	19:50:31	27.45	8.36	105.7	8.62	0.03
7/20/2011	20:00:31	27.47	8.34	105.5	8.6	0.03
7/20/2011	20:10:31	27.27	8.36	105.4	8.61	0.03
7/20/2011	20:20:31	27.11	8.45	106.2	8.59	0.03
7/20/2011	20:30:31	27.06	8.43	105.9	8.58	0.03
7/20/2011	20:40:31	27.11	8.37	105.2	8.59	0.03
7/20/2011	20:50:31	27.08	8.38	105.3	8.61	0.03
7/20/2011	21:00:31	26.97	8.39	105.2	8.62	0.03
7/20/2011	21:10:31	27.17	8.36	105.3	8.63	0.03
7/20/2011	21:20:31	27.15	8.34	104.9	8.62	0.03
7/20/2011	21:30:31	27.09	8.32	104.5	8.6	0.03
7/20/2011	21:40:31	27.06	8.31	104.4	8.63	0.03
7/20/2011	21:50:31	27.03	8.31	104.3	8.62	0.03
7/20/2011	22:00:31	27.03	8.31	104.4	8.59	0.03
7/20/2011	22:10:31	27.06	8.3	104.3	8.59	0.03
7/20/2011	22:20:31	27.1	8.31	104.4	8.6	0.03
7/20/2011	22:30:31	27.09	8.3	104.3	8.59	0.03
7/20/2011	22:40:31	27.1	8.29	104.2	8.59	0.03
7/20/2011	22:50:31	26.82	8.31	104	8.59	0.03
7/20/2011	23:00:31	26.72	8.35	104.2	8.57	0.03
7/20/2011	23:10:31	26.66	8.35	104.2	8.59	0.03
7/20/2011	23:20:31	26.54	8.38	104.2	8.59	0.03
7/20/2011	23:30:31	26.38	8.4	104.3	8.6	0.03
7/20/2011	23:40:31	26.3	8.41	104.2	8.62	0.03
7/20/2011	23:50:31	26.05	8.48	104.6	8.6	0.03
7/21/2011	0:00:31	26.05	8.48	104.6	8.62	0.03
7/21/2011	0:10:31	26.24	8.44	104.5	8.61	0.03
7/21/2011	0:20:31	26.27	8.4	104	8.62	0.03
7/21/2011	0:30:31	26.26	8.39	103.9	8.62	0.03
7/21/2011	0:40:31	26.64	8.29	103.4	8.82	0.03
7/21/2011	0:50:31	26.73	8.29	103.6	8.72	0.03
7/21/2011	1:00:31	26.75	8.28	103.5	8.7	0.03
7/21/2011	1:10:31	26.76	8.29	103.7	8.7	0.03
7/21/2011	1:20:31	26.78	8.3	103.7	8.69	0.03
7/21/2011	1:30:31	26.76	8.3	103.7	8.67	0.03
7/21/2011	1:40:31	26.76	8.3	103.7	8.67	0.03
7/21/2011	1:50:31	26.65	8.28	103.2	8.73	0.03
7/21/2011	2:00:31	26.67	8.31	103.6	8.76	0.03
7/21/2011	2:10:31	26.68	8.29	103.4	8.66	0.03
7/21/2011	2:20:31	26.66	8.28	103.2	8.65	0.03
7/21/2011	2:30:31	26.27	8.33	103.2	8.68	0.03
7/21/2011	2:40:31	26.52	8.27	102.9	8.71	0.03
7/21/2011	2:50:31	26.44	8.28	102.8	8.7	0.03
7/21/2011	3:00:31	26.46	8.27	102.7	8.68	0.03
7/21/2011	3:10:31	26.5	8.25	102.7	8.69	0.03
7/21/2011	3:20:31	26.62	8.26	102.9	8.69	0.03
7/21/2011	3:30:31	26.61	8.26	102.9	8.7	0.03
7/21/2011	3:40:31	26.6	8.25	102.8	8.68	0.03
7/21/2011	3:50:31	26.55	8.27	102.9	8.67	0.03
7/21/2011	4:00:31	26.52	8.27	102.9	8.67	0.03
7/21/2011	4:10:31	26.47	8.26	102.7	8.7	0.03
7/21/2011	4:20:31	26.38	8.28	102.7	8.7	0.03
7/21/2011	4:30:31	26.25	8.3	102.8	8.69	0.03
7/21/2011	4:40:31	26.33	8.28	102.7	8.72	0.03
7/21/2011	4:50:31	25.08	8.42	102.1	8.75	0.03
7/21/2011	5:00:31	25.9	8.36	102.9	8.71	0.03
7/21/2011	5:10:31	25.22	8.49	103.1	8.74	0.03
7/21/2011	5:20:31	23.78	8.85	104.7	8.73	0.03
7/21/2011	5:30:31	25.51	8.49	103.7	8.78	0.03
7/21/2011	5:40:31	25	8.57	103.7	8.76	0.03
7/21/2011	5:50:31	24.86	8.61	103.9	8.77	0.03
7/21/2011	6:00:31	25.05	8.58	104	8.77	0.03
7/21/2011	6:10:31	25.42	8.47	103.3	8.77	0.03
7/21/2011	6:20:31	25.46	8.45	103.2	8.75	0.03
7/21/2011	6:30:31	25.54	8.41	102.7	8.74	0.03
7/21/2011	6:40:31	25.5	8.42	102.8	8.75	0.03
7/21/2011	6:50:31	25.46	8.41	102.7	8.76	0.03
7/21/2011	7:00:31	25.42	8.41	102.6	8.72	0.03
7/21/2011	7:10:31	25.31	8.41	102.4	8.75	0.03
7/21/2011	7:20:31	25.16	8.44	102.4	8.74	0.03
7/21/2011	7:30:31	25.05	8.45	102.3	8.75	0.03
7/21/2011	7:40:31	25.08	8.44	102.2	8.75	0.03
7/21/2011	7:50:31	25.15	8.42	102.2	8.75	0.03
7/21/2011	8:00:31	25.06	8.43	102.1	8.74	0.03
7/21/2011	8:10:31	25.05	8.45	102.3	8.77	0.03
7/21/2011	8:20:31	25.11	8.43	102.3	8.77	0.03
7/21/2011	8:30:31	25.44	8.37	102.1	8.79	0.03
7/21/2011	8:40:31	25.6	8.32	101.8	8.77	0.03
7/21/2011	8:50:31	25.7	8.3	101.8	8.75	0.03
7/21/2011	9:00:31	25.62	8.32	101.9	8.77	0.03
7/21/2011	9:10:31	25.7	8.3	101.7	8.75	0.03
7/21/2011	9:20:31	25.67	8.32	101.9	8.74	0.03
7/21/2011	9:30:31	25.67	8.33	102	8.77	0.03
7/21/2011	9:40:31	25.63	8.32	101.9	8.74	0.03
7/21/2011	9:50:31	25.59	8.33	102	8.74	0.03
7/21/2011	10:00:31	25.28	8.39	102.1	8.75	0.03
7/21/2011	10:10:31	25.4	8.38	102.2	8.74	0.03
7/21/2011	10:20:31	25.47	8.39	102.4	8.76	0.03
7/21/2011	10:30:31	25.52	8.36	102.2	8.77	0.03
7/21/2011	10:40:31	25.52	8.37	102.2	8.78	0.03
7/21/2011	10:50:31	25.55	8.36	102.2	8.76	0.03
7/21/2011	11:00:31	25.47	8.38	102.3	8.75	0.03
7/21/2011	11:10:31	25.53	8.38	102.3	8.77	0.03
7/21/2011	11:20:31	25.52	8.39	102.5	8.77	0.03
7/21/2011	11:30:31	25.63	8.38	102.6	8.78	0.03
7/21/2011	11:40:31	25.6	8.39	102.6	8.78	0.03
7/21/2011	11:50:31	25.58	8.39	102.7	8.77	0.03
7/21/2011	12:00:31	25.68	8.38	102.7	8.75	0.03
7/21/2011	12:10:31	25.9	8.34	102.6	8.78	0.03
7/21/2011	12:20:31	25.83	8.35	102.6	8.78	0.03
7/21/2011	12:30:31	25.92	8.3	102.2	8.74	0.03
7/21/2011	12:40:31	25.91	8.28	101.9	8.77	0.03
7/21/2011	12:50:31	25.95	8.28	101.9	8.76	0.03
7/21/2011	13:00:31	25.87	8.31	102.2	8.77	0.03
7/21/2011	13:10:31	25.89	8.32	102.4	8.76	0.03
7/21/2011	13:20:31	25.83	8.35	102.5	8.75	0.03
7/21/2011	13:30:31	25.86	8.35	102.6	8.78	0.03
7/21/2011	13:40:31	25.87	8.37	102.9	8.79	0.03
7/21/2011	13:50:31	25.87	8.38	103	8.76	0.03
7/21/2011	14:00:31	25.87	8.38	103.1	8.73	0.03
7/21/2011	14:10:31	25.84	8.38	103	8.71	0.03
7/21/2011	14:20:31	25.9	8.37	103	8.73	0.03
7/21/2011	14:30:31	25.93	8.38	103.1	8.72	0.03
7/21/2011	14:40:31	25.95	8.38	103.2	8.75	0.03
7/21/2011	14:50:31	25.97	8.37	103.1	8.74	0.03
7/21/2011	15:00:31	25.97	8.35	102.9	8.68	0.03
7/21/2011	15:10:31	26	8.35	102.9	8.7	0.03
7/21/2011	15:20:31	26.05	8.34	102.9	8.72	0.03
7/21/2011	15:30:31	26.12	8.34	103.1	8.72	0.03
7/21/2011	15:40:31	26.12	8.34	103	8.73	0.03
7/21/2011	15:50:31	26.12	8.35	103.1	8.73	0.03
7/21/2011	16:00:31	26.1	8.35	103.2	8.73	0.03
7/21/2011	16:10:31	26.09	8.35	103.1	8.72	0.03
7/21/2011	16:20:31	26.08	8.37	103.3	8.73	0.03
7/21/2011	16:30:31	26.09	8.36	103.2	8.72	0.03
7/21/2011	16:40:31	26.09	8.36	103.2	8.74	0.03
7/21/2011	16:50:31	26.08	8.37	103.3	8.72	0.03
7/21/2011	17:00:31	26.1	8.38	103.4	8.75	0.03
7/21/2011	17:10:31	26.09	8.38	103.5	8.74	0.03
7/21/2011	17:20:31	26.13	8.37	103.5	8.77	0.03
7/21/2011	17:30:31	26.13	8.38	103.6	8.76	0.03
7/21/2011	17:40:31	26.13	8.37	103.5	8.77	0.03
7/21/2011	17:50:31	26.17	8.38	103.6	8.78	0.03
7/21/2011	18:00:31	26.18	8.39	103.8	8.78	0.03
7/21/2011	18:10:31	26.18	8.39	103.7	8.77	0.03
7/21/2011	18:20:31	26.16	8.4	103.8	8.77	0.03
7/21/2011	18:30:31	26.13	8.39	103.7	8.79	0.03
7/21/2011	18:40:31	26.12	8.38	103.6	8.77	0.03
7/21/2011	18:50:31	26.11	8.39	103.6	8.73	0.03
7/21/2011	19:00:31	26.1	8.39	103.6	8.73	0.03
7/21/2011	19:10:31	26.08	8.38	103.5	8.73	0.03
7/21/2011	19:20:31	26.05	8.39	103.5	8.74	0.03
7/21/2011	19:30:31	26.06	8.38	103.5	8.75	0.03
7/21/2011	19:40:31	26.05	8.38	103.4	8.76	0.03
7/21/2011	19:50:31	26.03	8.37	103.3	8.76	0.03
7/21/2011	20:00:31	25.99	8.38	103.3	8.77	0.03
7/21/2011	20:10:31	25.99	8.38	103.3	8.78	0.03
7/21/2011	20:20:31	25.99	8.38	103.2	8.78	0.03
7/21/2011	20:30:31	25.99	8.37	103.1	8.78	0.03
7/21/2011	20:40:31	25.99	8.37	103.1	8.79	0.03
7/21/2011	20:50:31	25.99	8.35	102.9	8.79	0.03
7/21/2011	21:00:31	25.98	8.35	102.9	8.82	0.03
7/21/2011	21:10:31	25.98	8.35	102.9	8.79	0.03
7/21/2011	21:20:31	25.98	8.34	102.8	8.8	0.03
7/21/2011	21:30:31	25.96	8.34	102.7	8.8	0.03
7/21/2011	21:40:31	25.96	8.34	102.7	8.81	0.03
7/21/2011	21:50:31	25.94	8.34	102.7	8.81	0.03
7/21/2011	22:00:31	25.92	8.34	102.6	8.8	0.03
7/21/2011	22:10:31	25.9	8.35	102.8	8.8	0.03
7/21/2011	22:20:31	25.89	8.35	102.7	8.81	0.03
7/21/2011	22:30:31	25.86	8.35	102.6	8.8	0.03
7/21/2011	22:40:31	25.86	8.36	102.8	8.81	0.03
7/21/2011	22:50:31	25.85	8.37	102.8	8.81	0.03
7/21/2011	23:00:31	25.82	8.37	102.8	8.81	0.03
7/21/2011	23:10:31	25.8	8.36	102.7	8.81	0.03
7/21/2011	23:20:31	25.79	8.37	102.7	8.8	0.03
7/21/2011	23:30:31	25.76	8.36	102.6	8.8	0.03
7/21/2011	23:40:31	25.74	8.36	102.6	8.79	0.03
7/21/2011	23:50:31	25.72	8.35	102.4	8.79	0.03
7/22/2011	0:00:31	25.71	8.35	102.4	8.8	0.03
7/22/2011	0:10:31	25.69	8.35	102.3	8.8	0.03
7/22/2011	0:20:31	25.68	8.34	102.2	8.79	0.03
7/22/2011	0:30:31	25.65	8.33	102	8.8	0.03
7/22/2011	0:40:31	25.63	8.31	101.8	8.79	0.03
7/22/2011	0:50:31	25.63	8.32	101.8	8.79	0.03
7/22/2011	1:00:31	25.62	8.32	101.8	8.81	0.03
7/22/2011	1:10:31	25.6	8.32	101.7	8.81	0.03
7/22/2011	1:20:31	25.56	8.32	101.7	8.78	0.03
7/22/2011	1:30:31	25.57	8.31	101.7	8.8	0.03
7/22/2011	1:40:31	25.53	8.31	101.5	8.79	0.03
7/22/2011	1:50:31	25.53	8.32	101.6	8.79	0.03
7/22/2011	2:00:31	25.51	8.31	101.5	8.79	0.03
7/22/2011	2:10:31	25.49	8.32	101.6	8.78	0.03
7/22/2011	2:20:31	25.47	8.31	101.5	8.8	0.03
7/22/2011	2:30:31	25.44	8.32	101.5	8.79	0.03
7/22/2011	2:40:31	25.44	8.33	101.7	8.79	0.03
7/22/2011	2:50:31	25.42	8.32	101.5	8.79	0.03
7/22/2011	3:00:31	25.41	8.31	101.3	8.81	0.03
7/22/2011	3:10:31	25.42	8.32	101.4	8.8	0.03
7/22/2011	3:20:31	25.41	8.3	101.2	8.8	0.03
7/22/2011	3:30:31	25.41	8.31	101.3	8.81	0.03
7/22/2011	3:40:31	25.39	8.32	101.4	8.81	0.03
7/22/2011	3:50:31	25.38	8.31	101.3	8.82	0.03
7/22/2011	4:00:31	25.35	8.3	101.1	8.8	0.03
7/22/2011	4:10:31	25.36	8.31	101.3	8.8	0.03
7/22/2011	4:20:31	25.35	8.33	101.4	8.82	0.03
7/22/2011	4:30:31	25.32	8.32	101.3	8.81	0.03
7/22/2011	4:40:31	25.31	8.32	101.3	8.83	0.03
7/22/2011	4:50:31	25.31	8.33	101.3	8.82	0.03
7/22/2011	5:00:31	25.27	8.31	101.1	8.82	0.03
7/22/2011	5:10:31	25.25	8.33	101.3	8.84	0.03
7/22/2011	5:20:31	25.23	8.35	101.4	8.81	0.03
