Date	Time	Temp	ODO Conc	ODO%	pH	Salinity
7/19/2011	19:20:24	25.1	9.01	109.3	7.86	0.03
7/19/2011	19:30:35	25.1	9.03	109.4	7.91	0.03
7/19/2011	19:40:24	25.07	9.04	109.5	7.92	0.03
7/19/2011	19:50:35	25.1	8.99	109	7.94	0.03
7/19/2011	20:00:24	25.1	8.97	108.7	7.9	0.03
7/19/2011	20:10:35	25.06	9	109	7.93	0.03
7/19/2011	20:20:24	25.07	8.99	109	7.93	0.03
7/19/2011	20:30:25	25.11	8.97	108.7	7.94	0.03
7/19/2011	20:40:35	24.97	9.01	109	7.83	0.03
7/19/2011	20:50:30	24.93	9.04	109.3	7.89	0.03
7/19/2011	21:00:35	24.9	9.04	109.2	7.94	0.03
7/19/2011	21:10:30	24.91	9.04	109.2	7.93	0.03
7/19/2011	21:20:35	24.9	9.04	109.2	7.97	0.03
7/19/2011	21:30:30	24.89	9.03	109.1	7.94	0.03
7/19/2011	21:40:35	24.88	9.04	109.2	7.95	0.03
7/19/2011	21:50:30	24.93	9.05	109.3	7.97	0.03
7/19/2011	22:00:35	24.96	9.03	109.2	7.99	0.03
7/19/2011	22:10:30	25.01	9.03	109.3	7.96	0.03
7/19/2011	22:20:35	25.12	8.98	108.9	8.03	0.03
7/19/2011	22:30:30	25.18	8.95	108.6	7.97	0.03
7/19/2011	22:40:35	25.15	8.91	108.1	7.88	0.03
7/19/2011	22:50:24	25.18	8.93	108.5	7.94	0.03
7/19/2011	23:00:35	25.26	8.9	108.2	7.94	0.03
7/19/2011	23:10:24	25.27	8.88	108	7.94	0.03
7/19/2011	23:20:37	25.29	8.87	107.9	7.92	0.03
7/19/2011	23:30:44	25.3	8.86	107.8	7.92	0.03
7/19/2011	23:40:24	25.38	8.86	108	7.93	0.03
7/19/2011	23:50:25	25.46	8.81	107.5	7.92	0.03
7/20/2011	0:00:34	25.45	8.79	107.3	7.9	0.03
7/20/2011	0:10:32	25.46	8.8	107.4	7.89	0.03
7/20/2011	0:20:39	25.46	8.8	107.4	7.89	0.03
7/20/2011	0:30:32	25.46	8.79	107.3	7.88	0.03
7/20/2011	0:40:39	25.47	8.8	107.4	7.9	0.03
7/20/2011	0:50:32	25.49	8.8	107.4	7.88	0.03
7/20/2011	1:00:39	25.51	8.81	107.6	7.89	0.03
7/20/2011	1:10:32	25.51	8.81	107.6	7.86	0.03
7/20/2011	1:20:39	25.5	8.78	107.3	7.88	0.03
7/20/2011	1:30:32	25.48	8.8	107.4	7.86	0.03
7/20/2011	1:40:39	25.48	8.77	107.1	7.88	0.03
7/20/2011	1:50:32	25.48	8.76	106.9	7.86	0.03
7/20/2011	2:00:39	25.49	8.76	107	7.86	0.03
7/20/2011	2:10:32	25.5	8.76	107	7.84	0.03
7/20/2011	2:20:39	25.51	8.77	107.1	7.83	0.03
7/20/2011	2:30:24	25.49	8.75	106.8	7.84	0.03
7/20/2011	2:40:35	25.5	8.74	106.7	7.85	0.03
7/20/2011	2:50:46	25.51	8.73	106.7	7.86	0.03
7/20/2011	3:00:24	25.53	8.72	106.6	7.86	0.03
7/20/2011	3:10:35	25.53	8.72	106.6	7.85	0.03
7/20/2011	3:20:46	25.53	8.7	106.4	7.86	0.03
7/20/2011	3:30:24	25.53	8.71	106.5	7.84	0.03
7/20/2011	3:40:35	25.51	8.71	106.3	7.85	0.03
7/20/2011	3:50:24	25.5	8.71	106.4	7.83	0.03
7/20/2011	4:00:35	25.49	8.7	106.2	7.83	0.03
7/20/2011	4:10:24	25.49	8.72	106.5	7.82	0.03
7/20/2011	4:20:35	25.47	8.71	106.3	7.84	0.03
7/20/2011	4:30:24	25.45	8.72	106.4	7.86	0.03
7/20/2011	4:40:35	25.47	8.71	106.4	7.89	0.03
7/20/2011	4:50:24	25.46	8.71	106.3	7.89	0.03
7/20/2011	5:00:35	25.45	8.74	106.6	7.88	0.03
7/20/2011	5:10:24	25.42	8.76	106.9	7.88	0.03
7/20/2011	5:20:35	25.43	8.73	106.5	7.88	0.03
7/20/2011	5:30:24	25.41	8.7	106.1	7.86	0.03
7/20/2011	5:40:35	25.41	8.71	106.2	7.88	0.03
7/20/2011	5:50:24	25.39	8.72	106.3	7.87	0.03
7/20/2011	6:00:35	25.37	8.72	106.3	7.91	0.03
7/20/2011	6:10:24	25.34	8.73	106.3	7.87	0.03
7/20/2011	6:20:35	25.33	8.74	106.4	7.88	0.03
7/20/2011	6:30:24	25.27	8.74	106.3	7.85	0.03
7/20/2011	6:40:35	25.3	8.72	106.1	7.91	0.03
7/20/2011	6:50:24	25.3	8.72	106.1	7.86	0.03
7/20/2011	7:00:35	25.29	8.73	106.2	7.87	0.03
7/20/2011	7:10:24	25.3	8.73	106.2	7.86	0.03
7/20/2011	7:20:35	25.28	8.73	106.2	7.85	0.03
7/20/2011	7:30:24	25.25	8.73	106.1	7.82	0.03
7/20/2011	7:40:35	25.2	8.74	106.2	7.83	0.03
7/20/2011	7:50:24	25.2	8.73	106	7.83	0.03
7/20/2011	8:00:35	25.18	8.72	105.9	7.85	0.03
7/20/2011	8:10:24	25.21	8.73	106	7.85	0.03
7/20/2011	8:20:35	25.18	8.73	106	7.8	0.03
7/20/2011	8:30:24	25.14	8.71	105.7	7.82	0.03
7/20/2011	8:40:35	25.16	8.74	106.1	7.84	0.03
7/20/2011	8:50:24	25.15	8.73	106	7.85	0.03
7/20/2011	9:00:35	25.1	8.71	105.6	7.86	0.03
7/20/2011	9:10:24	25.13	8.72	105.8	7.86	0.03
7/20/2011	9:20:35	25.16	8.68	105.4	7.87	0.03
7/20/2011	9:30:24	25.15	8.7	105.6	7.86	0.03
7/20/2011	9:40:35	25.14	8.7	105.6	7.84	0.03
7/20/2011	9:50:24	25.15	8.7	105.6	7.86	0.03
7/20/2011	10:00:35	25.15	8.68	105.4	7.86	0.03
7/20/2011	10:10:24	25.12	8.72	105.8	7.83	0.03
7/20/2011	10:20:35	25.11	8.7	105.5	7.83	0.03
7/20/2011	10:30:24	25.13	8.68	105.3	7.8	0.03
7/20/2011	10:40:35	25.13	8.69	105.5	7.8	0.03
7/20/2011	10:50:24	25.17	8.68	105.4	7.82	0.03
7/20/2011	11:00:35	25.15	8.69	105.4	7.81	0.03
7/20/2011	11:10:24	25.12	8.69	105.4	7.82	0.03
7/20/2011	11:20:35	25.12	8.68	105.3	7.84	0.03
7/20/2011	11:30:24	25.12	8.7	105.5	7.83	0.03
7/20/2011	11:40:35	25.16	8.69	105.5	7.83	0.03
7/20/2011	11:50:24	25.17	8.7	105.6	7.84	0.03
7/20/2011	12:00:35	25.2	8.71	105.8	7.84	0.03
7/20/2011	12:10:24	25.22	8.7	105.7	7.83	0.03
7/20/2011	12:20:35	25.23	8.71	105.8	7.83	0.03
7/20/2011	12:30:24	25.27	8.71	105.9	7.83	0.03
7/20/2011	12:40:35	25.27	8.73	106.2	7.82	0.03
7/20/2011	12:50:24	25.3	8.72	106.2	7.84	0.03
7/20/2011	13:00:35	25.38	8.7	106.1	7.86	0.03
7/20/2011	13:10:24	25.36	8.73	106.3	7.84	0.03
7/20/2011	13:20:35	25.42	8.73	106.4	7.85	0.03
7/20/2011	13:30:24	25.45	8.72	106.4	7.85	0.03
7/20/2011	13:40:35	25.49	8.73	106.6	7.86	0.03
7/20/2011	13:50:24	25.51	8.72	106.5	7.88	0.03
7/20/2011	14:00:35	25.46	8.73	106.6	7.86	0.03
7/20/2011	14:10:24	25.49	8.73	106.6	7.86	0.03
7/20/2011	14:20:35	25.46	8.73	106.5	7.86	0.03
7/20/2011	14:30:24	25.44	8.74	106.7	7.83	0.03
7/20/2011	14:40:35	25.42	8.75	106.7	7.85	0.03
7/20/2011	14:50:24	25.42	8.75	106.7	7.87	0.03
7/20/2011	15:00:35	25.46	8.76	106.9	7.91	0.03
7/20/2011	15:10:24	25.45	8.76	106.9	7.87	0.03
7/20/2011	15:20:35	25.58	8.75	107.1	7.89	0.03
7/20/2011	15:30:24	25.76	8.74	107.2	7.92	0.03
7/20/2011	15:40:35	25.83	8.72	107.2	7.9	0.03
7/20/2011	15:50:24	25.63	8.74	107.1	7.78	0.03
7/20/2011	16:00:35	25.54	8.76	107.1	7.84	0.03
7/20/2011	16:10:24	25.51	8.78	107.3	7.88	0.03
7/20/2011	16:20:35	25.51	8.77	107.2	7.92	0.03
7/20/2011	16:30:24	25.51	8.79	107.4	7.88	0.03
7/20/2011	16:40:35	25.46	8.78	107.1	7.82	0.03
7/20/2011	16:50:24	25.51	8.8	107.5	7.87	0.03
7/20/2011	17:00:35	25.52	8.82	107.8	7.9	0.03
7/20/2011	17:10:24	25.62	8.81	107.9	7.9	0.03
7/20/2011	17:20:35	25.69	8.79	107.8	7.92	0.03
7/20/2011	17:30:24	26.04	8.75	107.9	7.95	0.03
7/20/2011	17:40:35	26.21	8.72	107.9	7.91	0.03
7/20/2011	17:50:24	26.07	8.74	107.8	7.88	0.03
7/20/2011	18:00:35	26.15	8.71	107.6	7.87	0.03
7/20/2011	18:10:24	26.12	8.72	107.7	7.88	0.03
7/20/2011	18:20:35	26.16	8.73	107.9	7.88	0.03
7/20/2011	18:30:24	26.18	8.75	108.2	7.88	0.03
7/20/2011	18:40:35	26.17	8.75	108.1	7.88	0.03
7/20/2011	18:50:24	26.17	8.74	108.1	7.88	0.03
7/20/2011	19:00:35	26.11	8.77	108.3	7.85	0.03
7/20/2011	19:10:24	25.91	8.82	108.5	7.89	0.03
7/20/2011	19:20:35	25.86	8.82	108.5	7.96	0.03
7/20/2011	19:30:24	26.08	8.78	108.4	7.95	0.03
7/20/2011	19:40:35	25.89	8.81	108.4	7.76	0.03
7/20/2011	19:50:24	25.36	8.88	108.2	7.7	0.03
7/20/2011	20:00:35	25.35	8.89	108.3	7.87	0.03
7/20/2011	20:10:24	25.68	8.84	108.3	7.97	0.03
7/20/2011	20:20:35	25.86	8.8	108.3	7.89	0.03
7/20/2011	20:30:24	26.11	8.74	107.9	7.99	0.03
7/20/2011	20:40:35	26.08	8.75	108	7.93	0.03
7/20/2011	20:50:24	26.09	8.74	108	7.95	0.03
7/20/2011	21:00:35	26.06	8.74	107.8	7.96	0.03
7/20/2011	21:10:29	26.03	8.73	107.6	7.95	0.03
7/20/2011	21:20:36	26.01	8.75	107.8	7.94	0.03
7/20/2011	21:30:24	25.98	8.75	107.8	7.94	0.03
7/20/2011	21:40:35	25.95	8.75	107.8	7.9	0.03
7/20/2011	21:50:24	25.95	8.74	107.7	7.89	0.03
7/20/2011	22:00:36	25.95	8.73	107.5	7.88	0.03
7/20/2011	22:10:24	25.92	8.75	107.6	7.88	0.03
7/20/2011	22:20:41	25.92	8.72	107.4	7.87	0.03
7/20/2011	22:30:45	25.82	8.75	107.5	7.89	0.03
7/20/2011	22:40:45	25.72	8.79	107.8	7.78	0.03
7/20/2011	22:50:24	25.93	8.72	107.4	7.84	0.03
7/20/2011	23:00:35	25.79	8.73	107.2	7.81	0.03
7/20/2011	23:10:24	25.82	8.72	107.2	7.84	0.03
7/20/2011	23:20:36	25.72	8.7	106.7	7.83	0.03
7/20/2011	23:30:24	25.71	8.71	106.8	7.84	0.03
7/20/2011	23:40:35	25.67	8.72	106.8	7.84	0.03
7/20/2011	23:50:24	25.64	8.73	106.9	7.83	0.03
7/21/2011	0:00:35	25.61	8.72	106.8	7.86	0.03
7/21/2011	0:10:24	25.61	8.73	106.8	7.85	0.03
7/21/2011	0:20:35	25.57	8.74	106.9	7.84	0.03
7/21/2011	0:30:24	25.57	8.76	107.1	7.86	0.03
7/21/2011	0:40:35	25.56	8.77	107.2	7.88	0.03
7/21/2011	0:50:24	25.56	8.76	107.1	7.87	0.03
7/21/2011	1:00:35	25.59	8.74	106.9	7.88	0.03
7/21/2011	1:10:24	25.58	8.74	106.9	7.88	0.03
7/21/2011	1:20:35	25.59	8.73	106.8	7.86	0.03
7/21/2011	1:30:24	25.55	8.73	106.7	7.85	0.03
7/21/2011	1:40:35	25.57	8.69	106.3	7.87	0.03
7/21/2011	1:50:24	25.61	8.68	106.2	7.88	0.03
7/21/2011	2:00:35	25.64	8.68	106.3	7.89	0.03
7/21/2011	2:10:24	25.67	8.66	106.1	7.85	0.03
7/21/2011	2:20:35	25.72	8.64	106	7.82	0.03
7/21/2011	2:30:24	25.74	8.63	105.9	7.84	0.03
7/21/2011	2:40:35	25.8	8.61	105.8	7.83	0.03
7/21/2011	2:50:24	25.78	8.63	106	7.81	0.03
7/21/2011	3:00:35	25.78	8.62	105.8	7.81	0.03
7/21/2011	3:10:24	25.72	8.63	105.9	7.81	0.03
7/21/2011	3:20:35	25.74	8.62	105.7	7.81	0.03
7/21/2011	3:30:24	25.74	8.62	105.8	7.81	0.03
7/21/2011	3:40:35	25.74	8.63	105.9	7.82	0.03
7/21/2011	3:50:24	25.73	8.61	105.6	7.82	0.03
7/21/2011	4:00:35	25.7	8.63	105.8	7.83	0.03
7/21/2011	4:10:24	25.73	8.62	105.7	7.84	0.03
7/21/2011	4:20:35	25.7	8.64	105.9	7.82	0.03
7/21/2011	4:30:24	25.71	8.6	105.4	7.79	0.03
7/21/2011	4:40:35	25.65	8.63	105.7	7.74	0.03
7/21/2011	4:50:24	25.67	8.62	105.6	7.76	0.03
7/21/2011	5:00:35	25.62	8.63	105.6	7.77	0.03
7/21/2011	5:10:24	25.64	8.62	105.6	7.77	0.03
7/21/2011	5:20:35	25.62	8.62	105.5	7.78	0.03
7/21/2011	5:30:24	25.61	8.64	105.7	7.76	0.03
7/21/2011	5:40:35	25.61	8.63	105.6	7.77	0.03
7/21/2011	5:50:24	25.59	8.62	105.5	7.79	0.03
7/21/2011	6:00:35	25.61	8.64	105.7	7.77	0.03
7/21/2011	6:10:24	25.64	8.62	105.5	7.77	0.03
7/21/2011	6:20:35	25.64	8.6	105.4	7.77	0.03
7/21/2011	6:30:24	25.63	8.62	105.6	7.77	0.03
7/21/2011	6:40:35	25.6	8.6	105.3	7.78	0.03
7/21/2011	6:50:24	25.6	8.61	105.3	7.76	0.03
7/21/2011	7:00:35	25.58	8.61	105.3	7.76	0.03
7/21/2011	7:10:24	25.55	8.62	105.4	7.76	0.03
7/21/2011	7:20:35	25.54	8.62	105.4	7.76	0.03
7/21/2011	7:30:24	25.53	8.62	105.3	7.75	0.03
7/21/2011	7:40:35	25.51	8.61	105.2	7.75	0.03
7/21/2011	7:50:24	25.49	8.61	105.1	7.76	0.03
7/21/2011	8:00:35	25.48	8.61	105.1	7.76	0.03
7/21/2011	8:10:24	25.46	8.62	105.2	7.75	0.03
7/21/2011	8:20:35	25.47	8.62	105.2	7.78	0.03
7/21/2011	8:30:24	25.47	8.63	105.4	7.76	0.03
7/21/2011	8:40:35	25.48	8.64	105.5	7.77	0.03
7/21/2011	8:50:24	25.48	8.64	105.5	7.76	0.03
7/21/2011	9:00:35	25.48	8.64	105.4	7.76	0.03
7/21/2011	9:10:24	25.48	8.65	105.6	7.77	0.03
7/21/2011	9:20:35	25.49	8.64	105.5	7.77	0.03
7/21/2011	9:30:24	25.48	8.63	105.4	7.76	0.03
7/21/2011	9:40:35	25.46	8.64	105.5	7.76	0.03
7/21/2011	9:50:24	25.47	8.64	105.5	7.77	0.03
7/21/2011	10:00:35	25.46	8.65	105.6	7.77	0.03
7/21/2011	10:10:24	25.46	8.64	105.5	7.77	0.03
7/21/2011	10:20:35	25.46	8.64	105.4	7.76	0.03
7/21/2011	10:30:24	25.45	8.64	105.5	7.76	0.03
7/21/2011	10:40:35	25.46	8.64	105.5	7.77	0.03
7/21/2011	10:50:24	25.44	8.65	105.5	7.77	0.03
7/21/2011	11:00:24	25.44	8.66	105.6	7.77	0.03
7/21/2011	11:10:24	25.44	8.65	105.5	7.78	0.03
7/21/2011	11:20:24	25.46	8.66	105.6	7.79	0.03
7/21/2011	11:30:24	25.48	8.65	105.7	7.78	0.03
7/21/2011	11:40:24	25.5	8.64	105.5	7.79	0.03
7/21/2011	11:50:24	25.49	8.67	105.9	7.79	0.03
7/21/2011	12:00:24	25.51	8.65	105.7	7.8	0.03
7/21/2011	12:10:24	25.53	8.64	105.6	7.81	0.03
7/21/2011	12:20:24	25.49	8.65	105.7	7.8	0.03
7/21/2011	12:30:24	25.43	8.66	105.6	7.77	0.03
7/21/2011	12:40:24	25.42	8.7	106.1	7.84	0.03
7/21/2011	12:50:24	25.52	8.66	105.8	7.79	0.03
7/21/2011	13:00:24	25.49	8.67	105.9	7.78	0.03
7/21/2011	13:10:24	25.52	8.66	105.8	7.82	0.03
7/21/2011	13:20:24	25.51	8.68	106	7.79	0.03
7/21/2011	13:30:24	25.54	8.67	106	7.79	0.03
7/21/2011	13:40:24	25.53	8.67	106	7.81	0.03
7/21/2011	13:50:24	25.53	8.67	105.9	7.81	0.03
7/21/2011	14:00:24	25.54	8.68	106.1	7.81	0.03
7/21/2011	14:10:24	25.55	8.67	105.9	7.8	0.03
7/21/2011	14:20:24	22.35	8.84	101.7	4.36	0
7/21/2011	14:30:24	25.26	7.85	95.4	3.4	0
7/21/2011	14:40:24	28.37	7	90	3.32	0
7/21/2011	14:50:24	26.6	7.96	99.1	4.52	0
7/21/2011	15:00:24	26.81	7.98	99.8	5.09	0
7/21/2011	15:10:24	27.23	7.86	99	5.39	0
7/21/2011	15:20:24	26.95	7.97	100	5.56	0
7/21/2011	15:30:24	27.14	7.94	99.9	5.7	0
7/21/2011	15:40:24	27.26	7.92	99.8	5.82	0
7/21/2011	15:50:24	27.62	7.86	99.7	5.92	0
7/21/2011	16:00:24	27.68	7.83	99.5	5.98	0
7/21/2011	16:10:24	26.93	7.86	98.5	6.07	0
7/21/2011	16:20:24	26.45	7.99	99.3	6.06	0
7/21/2011	16:30:24	26.41	8	99.3	6.15	0
7/21/2011	16:40:24	26.82	7.95	99.5	6.18	0
7/21/2011	16:50:24	27.03	7.96	99.9	6.22	0
7/21/2011	17:00:24	27.41	7.89	99.8	6.27	0
7/21/2011	17:10:24	27.57	7.85	99.5	6.3	0
7/21/2011	17:20:24	27.58	7.88	99.9	6.35	0
7/21/2011	17:30:24	27.8	7.86	100.1	6.41	0
7/21/2011	17:40:24	27.92	7.81	99.6	6.45	0
7/21/2011	17:50:24	27.41	7.87	99.5	6.46	0
7/21/2011	18:00:24	23.24	7.92	92.7	4.78	0
7/21/2011	18:10:24	23.42	8.52	100.1	5.13	0
7/21/2011	18:20:24	26.01	8.01	98.8	5.76	0
7/21/2011	18:30:24	26.26	8	99.1	6.07	0
7/21/2011	18:40:24	26.61	7.94	99	6.19	0
7/21/2011	18:50:24	26.84	7.89	98.7	6.26	0
7/21/2011	19:00:24	26.21	7.97	98.6	6.33	0
7/21/2011	19:10:24	25.93	8.02	98.6	6.45	0
7/21/2011	19:20:24	25.71	8.02	98.3	6.55	0
7/21/2011	19:30:24	26.33	7.87	97.6	6.62	0
7/21/2011	19:40:24	26.3	7.45	92.3	6.74	0
7/21/2011	19:50:24	26.08	7.64	94.3	7.74	0.03
7/21/2011	20:00:24	25.96	7.73	95.3	7.73	0.03
7/21/2011	20:10:24	25.82	7.75	95.2	7.65	0.03
7/21/2011	20:20:24	25.67	7.79	95.4	7.55	0.03
7/21/2011	20:30:24	25.55	7.85	95.9	7.51	0.03
7/21/2011	20:40:24	25.45	7.87	96.1	7.56	0.03
7/21/2011	20:50:24	25.47	7.86	96	7.56	0.03
7/21/2011	21:00:24	25.47	7.86	96	7.56	0.03
7/21/2011	21:10:24	25.47	7.86	95.9	7.56	0.03
7/21/2011	21:20:24	25.43	7.86	95.9	7.54	0.03
7/21/2011	21:30:24	25.38	7.86	95.8	7.52	0.03
7/21/2011	21:40:24	25.27	7.88	95.8	7.51	0.03
7/21/2011	21:50:24	25.13	7.87	95.5	7.51	0.03
7/21/2011	22:00:24	24.95	7.88	95.3	7.5	0.03
7/21/2011	22:10:24	24.76	7.89	95	7.49	0.03
7/21/2011	22:20:24	24.51	7.89	94.7	7.48	0.03
7/21/2011	22:30:24	24.27	7.9	94.4	7.48	0.03
7/21/2011	22:40:24	24.03	7.91	94	7.48	0.03
7/21/2011	22:50:24	23.79	7.92	93.7	7.47	0.03
7/21/2011	23:00:24	23.53	7.93	93.4	7.47	0.03
7/21/2011	23:10:24	23.29	7.95	93.1	7.46	0.03
7/21/2011	23:20:24	23.03	7.94	92.7	7.46	0.03
7/21/2011	23:30:24	22.81	7.94	92.2	7.46	0.03
7/21/2011	23:40:24	22.59	7.95	91.9	7.46	0.03
7/21/2011	23:50:24	22.34	7.96	91.6	7.45	0.03
7/22/2011	0:00:24	22.1	7.96	91.3	7.45	0.03
7/22/2011	0:10:24	21.85	7.98	91	7.45	0.03
7/22/2011	0:20:24	21.56	7.98	90.5	7.44	0.03
7/22/2011	0:30:24	21.26	8.01	90.3	7.44	0.03
7/22/2011	0:40:24	20.97	8.03	90.1	7.44	0.03
7/22/2011	0:50:24	20.73	8.04	89.7	7.44	0.03
7/22/2011	1:00:24	20.49	8.01	88.9	7.44	0.03
7/22/2011	1:10:24	20.25	8.01	88.5	7.43	0.03
7/22/2011	1:20:24	20.05	8.01	88.2	7.43	0.03
7/22/2011	1:30:24	19.88	7.99	87.6	7.43	0.03
7/22/2011	1:40:24	19.71	7.99	87.4	7.43	0.03
7/22/2011	1:50:24	19.53	7.99	87.1	7.42	0.03
7/22/2011	2:00:24	19.35	7.99	86.8	7.42	0.03
7/22/2011	2:10:24	19.18	7.99	86.5	7.42	0.03
7/22/2011	2:20:24	19.05	8	86.3	7.42	0.03
7/22/2011	2:30:24	18.93	7.99	86	7.42	0.03
7/22/2011	2:40:24	18.85	8	85.9	7.42	0.03
7/22/2011	2:50:24	18.76	7.98	85.7	7.42	0.03
7/22/2011	3:00:24	18.72	7.99	85.6	7.42	0.03
7/22/2011	3:10:24	18.66	7.99	85.6	7.42	0.03
7/22/2011	3:20:24	18.63	7.98	85.4	7.42	0.03
7/22/2011	3:30:24	18.63	8	85.6	7.42	0.03
7/22/2011	3:40:24	18.62	8	85.6	7.42	0.03
7/22/2011	3:50:24	18.62	7.99	85.5	7.41	0.03
7/22/2011	4:00:24	18.63	8	85.6	7.4	0.03
7/22/2011	4:10:24	18.64	8.01	85.7	7.4	0.03
7/22/2011	4:20:24	18.65	8	85.7	7.4	0.03
7/22/2011	4:30:24	18.63	8.01	85.7	7.39	0.03
7/22/2011	4:40:24	18.62	7.98	85.4	7.39	0.03
7/22/2011	4:50:24	18.62	7.97	85.2	7.39	0.03
7/22/2011	5:00:24	18.59	7.96	85.1	7.39	0.03
7/22/2011	5:10:24	18.56	8.01	85.6	7.39	0.03
7/22/2011	5:20:24	18.52	8.11	86.5	7.39	0.03
7/22/2011	5:30:24	18.48	8.14	86.8	7.39	0.03
7/22/2011	5:40:24	18.5	8.13	86.8	7.4	0.03
7/22/2011	5:50:24	18.51	8.1	86.5	7.39	0.03
7/22/2011	6:00:24	18.53	8.09	86.3	7.39	0.03
7/22/2011	6:10:24	18.56	8.06	86.1	7.39	0.03
7/22/2011	6:20:24	18.58	8.06	86.2	7.39	0.03
7/22/2011	6:30:24	18.59	8.06	86.1	7.38	0.03
7/22/2011	6:40:24	18.56	8.06	86.1	7.37	0.03
7/22/2011	6:50:24	18.57	8.06	86.1	7.38	0.03
7/22/2011	7:00:24	18.61	8.06	86.2	7.38	0.03
7/22/2011	7:10:24	18.6	8.08	86.4	7.37	0.03
7/22/2011	7:20:24	18.61	8.11	86.7	7.38	0.03
7/22/2011	7:30:24	18.58	8.12	86.8	7.38	0.03
7/22/2011	7:40:24	18.58	8.11	86.7	7.39	0.03
7/22/2011	7:50:24	18.57	8.09	86.5	7.39	0.03
7/22/2011	8:00:24	18.58	8.07	86.2	7.4	0.03
7/22/2011	8:10:24	18.63	8.08	86.4	7.41	0.03
7/22/2011	8:20:24	18.69	8.06	86.4	7.41	0.03
